Price,Open,High,Low,Vol.,Change %
6063.2,6077.65,6079.95,6030.9,181.93K,0.45%
6036.3,6028.35,6048.35,5965.4,185.50K,0.23%
6022.4,6004.25,6028.05,5962.05,166.63K,0.36%
6000.9,5947.6,6017.8,5933.3,183.25K,-0.01%
6001.8,6058.8,6074.85,5994.45,134.89K,-1.44%
6089.5,6082.75,6097.85,6067.35,146.71K,0.26%
6073.7,6067,6082.85,6027.25,208.06K,-0.76%
6120.25,6161,6170.45,6109.8,146.73K,-0.10%
6126.25,6131.85,6163.6,6085.95,184.11K,-0.16%
6135.85,6186.3,6188.55,6130.25,190.44K,-2.09%
6266.75,6301.65,6331.45,6263.9,160.27K,-1.24%
6345.65,6325.95,6355.6,6316.4,120.06K,0.11%
6338.95,6309.05,6349.95,6287.45,137.49K,0.40%
6313.8,6320.15,6330.3,6297.9,141.73K,0.16%
6303.95,6261.75,6307.45,6243.35,122.14K,0.68%
6261.65,6306.25,6327.1,6246.35,167.72K,-0.91%
6318.9,6341.35,6346.5,6299.85,153.42K,-0.03%
6320.9,6265.95,6325.2,6265.3,145.92K,1.27%
6241.85,6260.25,6280.35,6234.15,110.23K,-0.49%
6272.75,6189.55,6288.2,6189.55,135.01K,1.64%
6171.45,6178.85,6239.1,6139.6,159.92K,0.05%
6168.35,6181.7,6188.05,6148.25,150.06K,-0.10%
6174.6,6178.05,6192.1,6160.35,146.91K,0.20%
6162.25,6203.9,6221.5,6144.75,138.56K,-0.47%
6191.45,6220.85,6224.7,6170.25,118.35K,-0.32%
6211.15,6194.55,6221.7,6171.25,139.04K,-0.16%
6221.15,6301.25,6358.3,6211.3,158.13K,-1.28%
6301.65,6323.8,6327.2,6298.25,69.57K,-0.04%
6304,6307.35,6317.3,6287.3,103.44K,0.21%
6291.1,6336.4,6344.05,6273.15,101.27K,-0.36%
6313.8,6292.8,6324.9,6289.4,96.87K,0.56%
6278.9,6270.1,6302.75,6259.45,182.31K,0.17%
6268.4,6296.45,6301.5,6262,107.64K,-0.26%
6284.5,6267.2,6317.5,6266.95,131.19K,0.16%
6274.25,6179.95,6284.5,6170.35,171.97K,1.74%
6166.65,6253.9,6263.75,6150.7,437.04K,-0.81%
6217.15,6129.95,6236,6129.95,243.25K,1.27%
6139.05,6178.2,6190.55,6133,154.18K,-0.25%
6154.7,6168.35,6183.25,6146.05,146.45K,-0.22%
6168.4,6201.3,6208.6,6161.4,169.65K,-1.10%
6237.05,6276.75,6286.85,6230.55,148.53K,-1.12%
6307.9,6307.2,6326.6,6280.25,148.20K,-0.39%
6332.85,6354.7,6362.25,6307.55,242.41K,-0.49%
6363.9,6415,6415.25,6345,198.29K,1.66%
6259.9,6234.4,6275.35,6230.75,158.54K,0.30%
6241.1,6262.45,6300.55,6232,186.06K,1.30%
6160.95,6187.95,6209.15,6149.9,186.17K,-0.66%
6201.85,6204.25,6225.4,6191.4,156.85K,-0.26%
6217.85,6171.15,6228.7,6171.15,145.95K,0.68%
6176.1,6103.9,6182.5,6103.8,190.71K,1.38%
6091.85,6092,6112.95,6068.3,195.32K,0.57%
6057.1,6062.7,6074,6030.3,124.88K,-0.03%
6059.1,6099.25,6112.7,6047.75,150.66K,-0.92%
6115.35,6035.95,6123.5,6035.95,127.20K,2.00%
5995.45,6027.35,6049.6,5972.8,134.76K,-0.06%
5999.05,6096.5,6097.35,5985.4,137.23K,-2.02%
6122.9,6186.85,6204.35,6106.95,155.80K,-1.30%
6203.35,6197.25,6212.4,6180.2,161.51K,0.23%
6189,6111.05,6196.8,6110.4,163.99K,2.19%
6056.15,6037,6101.65,6036.65,154.91K,1.11%
5989.6,5998.85,6042.25,5972.45,162.54K,-0.47%
6018.05,6087.25,6108.7,6011.75,153.81K,-1.00%
6078.8,6110.4,6141.65,6067.75,146.06K,-1.01%
6140.75,6170.15,6185.15,6120.95,150.05K,-0.75%
6187.25,6228.9,6288.95,6180.8,168.83K,-0.45%
6215.15,6260.55,6269.7,6208.7,157.08K,-0.61%
6253.15,6282.15,6304.75,6244.3,181.05K,-1.14%
6324.95,6332.05,6342.95,6319.25,9.36M,0.28%
6307.2,6289.75,6332.6,6286.95,191.64K,0.13%
6299.15,6237.15,6309.05,6235.9,239.61K,0.76%
6251.7,6230.8,6269.2,6222.6,177.58K,0.50%
6220.9,6107.55,6228.05,6079.2,197.35K,1.96%
6101.1,6155.1,6168.75,6094.1,146.34K,-0.71%
6144.9,6154,6174.75,6125.95,144.53K,-0.32%
6164.35,6162.8,6252.45,6142.95,148.91K,-0.23%
6178.35,6209.55,6217.95,6116.6,188.29K,-0.39%
6202.8,6192.3,6220.1,6181.8,161.94K,-0.03%
6204.95,6202,6218.95,6163.3,196.99K,0.25%
6189.35,6070.9,6201.45,6070.9,250.34K,2.37%
6045.85,6098.5,6110.75,6032.55,230.56K,-0.71%
6089.05,6147.55,6156.3,6056.55,218.30K,-0.39%
6112.7,6093,6124.1,6082.9,142.17K,0.27%
6096.2,6104.85,6107.6,6046.4,180.83K,1.25%
6020.95,6001.05,6033.95,5979.8,159.61K,0.22%
6007.45,5893.25,6015.5,5877.1,192.04K,1.33%
5928.4,5975,5981.7,5913,158.53K,0.38%
5906.15,5889.05,5912,5825.85,156.39K,-0.02%
5907.3,5891.3,5950.45,5885,191.47K,-0.04%
5909.7,5819.1,5917.6,5802.7,199.79K,2.24%
5780.05,5756.1,5786.45,5700.95,159.25K,0.78%
5735.3,5801.05,5810.2,5718.5,155.68K,-1.68%
5833.2,5905.55,5909.2,5819.3,163.07K,-0.83%
5882.25,5872.8,5917.65,5864.1,220.59K,0.14%
5873.85,5901.55,5910.55,5811.1,200.16K,-0.32%
5892.45,5855,5938.4,5854.55,187.58K,0.05%
5889.75,5945.8,5989.4,5871.4,188.32K,-2.04%
6012.1,6104.55,6130.95,5932.85,318.65K,-1.69%
6115.55,6044.15,6142.5,6040.15,287.19K,3.66%
5899.45,5872.75,5916.9,5840.2,153.59K,0.84%
5850.2,5824.2,5857.8,5804.9,157.94K,0.17%
5840.55,5930.3,5957.25,5798.15,219.46K,-0.17%
5850.6,5828,5884.3,5822.9,190.77K,-0.00%
5850.7,5931.15,5932,5815.8,272.99K,-1.06%
5913.15,5887.25,5924.35,5832.7,265.01K,0.28%
5896.75,5738.5,5904.85,5738.2,275.24K,3.81%
5680.4,5617.45,5688.6,5566.15,253.03K,1.56%
5592.95,5553.75,5625.75,5552.7,274.94K,2.66%
5448.1,5358.65,5460.25,5318.9,237.23K,2.00%
5341.45,5574.7,5580.95,5323.75,250.30K,-3.77%
5550.75,5480.25,5564.9,5478.85,214.23K,1.44%
5471.8,5407.45,5493.3,5360.2,336.40K,1.16%
5409.05,5316.5,5428.9,5303,326.50K,2.35%
5285,5233.45,5317.7,5118.85,335.99K,-0.05%
5287.45,5426.5,5427.4,5274.25,306.04K,-3.45%
5476.5,5499.4,5528.7,5454.45,242.00K,0.09%
5471.75,5428.75,5478.8,5377.8,251.51K,1.17%
5408.45,5282.8,5418.95,5254.05,284.47K,2.00%
5302.55,5494.45,5504.1,5268.45,255.00K,-1.83%
5401.45,5353.45,5417.8,5306.35,261.05K,-0.25%
5414.75,5497.55,5499.65,5360.65,219.67K,-1.69%
5507.85,5705.45,5716.6,5496.05,248.09K,-4.08%
5742.3,5715.4,5754.55,5690.2,223.66K,0.75%
5699.3,5600.25,5704.75,5578.9,223.00K,1.55%
5612.4,5606.7,5644.1,5557.1,195.71K,0.84%
5565.65,5510.05,5577.6,5510.05,204.92K,0.84%
5519.1,5549.3,5561.45,5486.85,245.01K,-0.42%
5542.25,5664.9,5664.9,5521.8,216.23K,-2.52%
5685.4,5682.4,5721,5661.5,197.17K,0.13%
5677.9,5750.05,5761.85,5649,222.49K,-0.87%
5727.85,5776.9,5808.5,5676.85,216.76K,-0.25%
5742,5738.35,5752.1,5675.75,235.47K,-0.23%
5755.05,5836.05,5861.3,5747.6,181.49K,-1.31%
5831.65,5869.95,5886,5825.8,173.43K,-0.93%
5886.2,5937.95,5944.5,5869.5,174.54K,-0.36%
5907.5,5970.4,5990.65,5896.4,237.08K,-1.39%
5990.5,6032.2,6047.25,5962.6,151.93K,-1.44%
6077.8,6064.3,6093.35,6061.3,126.47K,0.76%
6031.8,6009.75,6064.15,6004.25,115.17K,0.04%
6029.2,6057.2,6066.85,6020.25,163.31K,-0.15%
6038.05,5984.7,6051.1,5974.55,171.73K,1.08%
5973.3,5972.25,5989.8,5926.75,191.52K,0.30%
5955.25,5930.8,5966.05,5910.95,151.16K,-1.25%
6030.8,5991.2,6038.2,5980.95,116.28K,0.36%
6009,6000.5,6019,5951.15,127.71K,1.25%
5935.1,5894.5,5948.85,5887.95,120.20K,2.04%
5816.7,5869.9,5879.35,5802.85,117.52K,-0.72%
5859,5834.6,5864.95,5834.6,110.43K,0.82%
5811.55,5833.15,5833.85,5775.55,127.63K,-0.96%
5867.9,5889.95,5900.45,5858.45,123.59K,0.53%
5836.95,5794.75,5848.2,5786.05,151.93K,1.14%
5770.9,5811.95,5815,5760.4,160.52K,-1.48%
5857.55,5885.5,5898.8,5852.3,145.72K,-0.70%
5898.85,5834.1,5904.35,5822.2,144.79K,0.97%
5842.2,5749.5,5852.95,5749.5,214.40K,2.81%
5682.35,5647.95,5699.35,5630.95,239.03K,1.68%
5588.7,5627.95,5635.25,5579.35,160.10K,-0.36%
5609.1,5606.95,5666.25,5570.25,196.57K,0.34%
5590.25,5638.05,5640,5566.25,193.49K,-1.37%
5667.65,5639.9,5686.15,5616.85,182.41K,0.21%
5655.9,5754.15,5755,5645.65,198.40K,-2.86%
5822.25,5805.75,5828.4,5777.9,115.54K,0.15%
5813.6,5841.9,5863.4,5804.3,117.54K,-0.62%
5850.05,5820.4,5854.9,5770.25,107.16K,0.72%
5808.4,5748.95,5819.4,5739.4,124.41K,1.92%
5699.1,5709.35,5729.85,5683.1,142.04K,-1.06%
5760.2,5771.75,5792.9,5738.6,140.39K,-0.49%
5788.8,5848.75,5868.05,5780.35,180.90K,-1.52%
5878,5907.9,5931.65,5857.4,100.13K,-0.05%
5881,5900.05,5972.7,5871.3,118.35K,-0.68%
5921.4,5895,5956.55,5869.5,114.18K,-0.04%
5923.85,5908.3,5935.2,5883.7,110.22K,0.07%
5919.45,5941.1,5981.6,5910.25,114.45K,-0.33%
5939.3,5997.35,6011,5916.35,112.12K,-0.78%
5985.95,6098.7,6106.25,5975.55,175.31K,-2.26%
6124.05,6072.15,6133.75,6072.15,194.09K,0.32%
6104.3,6120.45,6125.05,6069.8,120.21K,-0.11%
6111.25,6086.35,6127.65,6055.4,139.67K,0.46%
6083.15,5989.4,6099.9,5975.55,115.12K,1.66%
5983.55,6010.7,6015.3,5936.8,161.62K,0.28%
5967.05,6050.4,6081.45,5955.7,198.93K,-2.09%
6094.5,6127.05,6147.6,6074.45,133.76K,-0.32%
6114.1,6152.35,6180.25,6102.35,130.59K,-0.70%
6156.9,6198,6229.45,6146.05,122.25K,-0.49%
6187.3,6172.95,6199.95,6146.15,147.28K,0.28%
6169.9,6128.25,6187.3,6128.25,158.64K,0.38%
6146.75,6018.85,6157.1,6018.85,153.89K,2.52%
5995.4,5989.7,6026.2,5970.05,119.27K,0.25%
5980.45,6098.2,6104.95,5972.9,107.95K,-2.08%
6107.25,6088.2,6114.55,6084.15,7.99M,0.21%
6094.75,6046.25,6105.3,6045.6,111.35K,0.74%
6050.15,6078.35,6084.7,6040.45,110.00K,-0.32%
6069.3,6064.15,6083.55,6024.95,122.28K,0.43%
6043.55,5983.45,6050.5,5982.95,136.37K,1.21%
5971.05,5944.9,5976.5,5928.45,110.17K,0.46%
5944,5993.5,6000.3,5930.15,145.75K,-0.92%
5999.35,5911.4,6019.45,5910.95,162.38K,1.17%
5930.2,5932.6,5962.3,5867.8,153.19K,0.44%
5904.1,5877.6,5918.65,5868.8,118.88K,0.56%
5871.45,5899.75,5907.05,5860.5,141.31K,-0.76%
5916.3,5856.1,5924.6,5853.3,199.60K,1.36%
5836.9,5843.1,5844.3,5791.55,132.22K,0.04%
5834.4,5789.85,5844.85,5789.8,135.10K,0.89%
5783.1,5682.7,5794.35,5681.85,149.88K,1.66%
5688.7,5708.65,5732.15,5669,154.58K,-0.00%
5688.95,5562.45,5699.25,5555.85,142.68K,2.16%
5568.4,5508.5,5592.85,5500.3,142.92K,0.72%
5528.55,5520.7,5544.5,5494.9,127.32K,-1.17%
5594,5601.65,5610.65,5542.85,146.83K,0.64%
5558.7,5536.25,5569.25,5477.2,128.56K,1.16%
5495.1,5568.75,5603.05,5487,138.19K,-0.86%
5542.95,5550.5,5569.2,5537.05,97.02K,-0.19%
5553.25,5568.1,5577.3,5534.7,137.46K,-0.39%
5574.75,5640.65,5644.45,5565.65,134.59K,-1.73%
5672.9,5740.2,5744.95,5650.1,140.71K,-1.31%
5748.1,5701.7,5754.6,5687.15,106.42K,0.77%
5704.4,5697.35,5720.95,5675.9,97.78K,0.38%
5682.55,5647.75,5692.95,5604.85,209.66K,0.73%
5641.6,5613.75,5655.3,5612.05,126.50K,0.14%
5633.85,5707.3,5718.4,5624.4,150.39K,-0.31%
5651.35,5659.8,5691.45,5631.8,165.29K,-0.13%
5658.75,5705.9,5757.75,5647.95,179.18K,-0.63%
5694.4,5740.55,5745.3,5682.3,187.63K,-0.90%
5745.95,5859.5,5863.6,5724.3,182.31K,-1.53%
5835.25,5816.75,5850.2,5814.35,102.66K,-0.64%
5872.6,5914.9,5945.65,5861,152.16K,-0.62%
5908.95,5845.95,5920.15,5791.75,149.01K,0.99%
5851.2,5884.8,5893.85,5842.25,116.71K,-1.06%
5914.1,5944.6,5952,5893.65,115.94K,-0.48%
5942.35,5946.1,5971.2,5930.35,125.39K,-0.06%
5945.7,5883.65,5952.85,5883,150.78K,1.41%
5863.3,5801.3,5878,5801.3,134.68K,0.77%
5818.6,5816.4,5828.7,5795.05,156.90K,0.59%
5784.25,5722.45,5790.1,5722.4,154.41K,1.50%
5698.5,5704.7,5712,5663.6,144.89K,-0.37%
5719.7,5702.45,5739.45,5679.9,174.52K,0.47%
5693.05,5834.35,5849.9,5671.9,334.85K,-1.79%
5796.9,5784.9,5818.2,5749.7,175.17K,0.62%
5761.35,5838.3,5838.85,5748.6,157.36K,-1.60%
5854.75,5870.55,5878.4,5825,125.13K,0.08%
5850.3,5837.95,5873.8,5835.8,157.05K,-0.03%
5852.25,5909.65,5921.15,5844.4,159.40K,-1.53%
5943.05,5966.3,5971,5937.55,135.35K,0.06%
5939.7,5900.2,5947.55,5883.15,100.99K,0.70%
5898.2,5888.65,5911,5878.45,114.28K,0.18%
5887.4,5869.95,5899.95,5853.9,125.09K,-0.16%
5896.95,5933.2,5940.2,5884.55,143.83K,-0.61%
5932.95,5943.15,5969.5,5922.95,142.64K,0.18%
5922.5,5894.35,5927.65,5886.45,142.85K,0.42%
5897.85,5920.05,5924.15,5879.1,121.96K,-0.10%
5903.5,5929.1,5953.7,5883.65,192.61K,-0.59%
5938.8,5936.45,5978.5,5927.6,157.65K,-0.34%
5959.2,5988.05,5990.9,5953.15,157.82K,0.04%
5956.9,5948.2,5970.35,5946.9,136.23K,-0.51%
5987.25,6025.2,6038.5,5981.25,141.74K,-0.19%
5998.9,6040.95,6052.95,5983.2,159.27K,-0.59%
6034.75,6045.65,6058.05,6025.15,168.52K,-0.35%
6055.75,6065,6071.95,6044.15,124.22K,0.10%
6049.9,6064.7,6111.8,6042.45,157.55K,-0.41%
6074.8,6082.1,6088.4,6061.4,113.11K,0.00%
6074.65,6024.5,6080.55,6014.45,147.59K,0.92%
6019.35,6046.2,6065.3,6007.85,185.21K,-0.58%
6054.3,6052.85,6069.8,6021.15,136.99K,0.10%
6048.5,6080.15,6101.3,6040.5,129.04K,-0.56%
6082.3,6085.75,6094.35,6065.1,130.87K,0.30%
6064.4,6059.85,6083.4,6048.3,186.46K,0.42%
6039.2,6001.25,6053.2,5988.1,178.96K,0.62%
6001.85,6049,6055.95,5992.05,128.99K,-0.90%
6056.6,6037.85,6068.5,6018.6,138.36K,0.54%
6024.05,5967.2,6036.9,5962.15,134.71K,1.22%
5951.3,6012.4,6018.85,5940.6,128.02K,-0.29%
5968.65,5998.8,6005.15,5947.3,129.77K,-0.05%
5971.5,6006.2,6020.1,5958.45,129.64K,-0.50%
6001.7,5983.45,6007.05,5964.4,109.94K,0.22%
5988.4,6042.15,6042.15,5977.15,110.25K,-0.46%
6016.15,6011.95,6020.75,5981.55,113.23K,0.11%
6009.5,6015.8,6017,5986.55,99.99K,0.27%
5993.25,5982.6,6006.05,5982,116.06K,0.71%
5950.85,5937.65,5963.9,5935.2,77.90K,0.77%
5905.1,5901.2,5919,5897.15,64.81K,-0.06%
5908.35,5887.15,5915.75,5879.5,89.67K,0.65%
5870.1,5930.2,5930.8,5864.7,139.61K,-0.60%
5905.6,5864.95,5917.3,5859.55,83.87K,0.85%
5855.75,5869,5871.9,5844.7,85.34K,0.14%
5847.7,5888,5888,5841.65,141.15K,-1.16%
5916.4,5934.45,5937.6,5881.45,123.91K,-0.22%
5929.6,5917.3,5939.4,5910.8,149.44K,0.56%
5896.8,5873.6,5905.8,5823.15,148.91K,0.66%
5857.9,5860.5,5886.05,5850.15,109.55K,-0.37%
5879.6,5846.9,5886.1,5839.15,115.16K,0.48%
5851.5,5900.35,5907.45,5841.35,136.62K,-0.62%
5888,5917.8,5924.6,5874.25,132.67K,-0.18%
5898.8,5923.8,5965.15,5865.45,137.42K,-0.17%
5908.9,5916.05,5919.95,5888.1,95.98K,0.03%
5907.4,5934,5949.85,5888.65,127.61K,-0.40%
5930.9,5926.3,5942.55,5838.9,140.27K,0.52%
5900.5,5906.6,5917.8,5891.35,139.65K,0.19%
5889.25,5866.8,5894.95,5859,131.02K,0.31%
5870.95,5878.25,5899.15,5854.6,113.42K,-0.15%
5879.85,5836,5885.25,5827.85,257.05K,0.94%
5825,5736.7,5833.5,5736.1,207.30K,1.70%
5727.45,5658.5,5733.2,5658,134.41K,1.62%
5635.9,5648.65,5649.2,5623.45,79.29K,0.17%
5626.6,5635.45,5637.75,5593.55,85.08K,-0.02%
5627.75,5628.6,5643.35,5608,94.06K,0.23%
5614.8,5582.5,5620.2,5561.4,105.15K,0.78%
5571.55,5604.8,5613.7,5548.35,107.48K,0.00%
5571.4,5577.3,5592.75,5549.25,106.99K,-0.05%
5574.05,5624.8,5650.15,5559.8,121.90K,-1.01%
5631,5650.35,5651.65,5603.55,133.98K,-0.63%
5666.95,5689.7,5698.25,5660.35,16.52K,-0.29%
5683.7,5688.45,5718.9,5665.75,92.70K,-0.04%
5686.25,5731.1,5751.7,5677.75,98.76K,-0.91%
5738.75,5709,5744.5,5693.95,117.59K,-0.37%
5760.1,5718.6,5777.3,5711.4,133.74K,0.62%
5724.4,5694.1,5730.8,5693.65,115.02K,0.35%
5704.2,5693.05,5709.2,5679.5,74.83K,0.11%
5697.7,5696.35,5711.3,5682.55,111.16K,0.93%
5645.05,5609.85,5649.75,5601.95,107.39K,0.45%
5619.7,5596.75,5624.4,5583.05,112.08K,0.39%
5597.9,5656.35,5689.9,5589.9,116.68K,-1.19%
5665.6,5665.2,5698.3,5645.1,93.56K,0.02%
5664.3,5683.55,5697.2,5641.75,101.66K,-0.72%
5705.3,5688.8,5718.75,5685.7,158.34K,0.24%
5691.4,5715.65,5720.8,5681.45,81.50K,-0.45%
5717.15,5667.6,5721.55,5658.05,103.37K,0.58%
5684.25,5703.3,5711.7,5660,124.26K,-0.60%
5718.7,5675.3,5722.5,5650.55,144.10K,1.03%
5660.25,5681.1,5684.35,5633.9,123.97K,0.22%
5648,5705.6,5714,5635.6,117.42K,-0.69%
5687.25,5674.25,5693.7,5651.05,93.69K,0.20%
5676.05,5681.7,5725,5659.35,130.08K,-0.56%
5708.05,5663.5,5721.1,5636.95,148.28K,0.99%
5652.15,5671.15,5686.5,5647.05,126.29K,-0.92%
5704.6,5708.15,5728.65,5677.9,119.30K,0.50%
5676,5751.85,5751.85,5666.2,142.32K,-1.23%
5746.95,5815,5815.35,4888.2,255.57K,-0.70%
5787.6,5751.55,5807.25,5751.35,179.19K,0.98%
5731.25,5727.7,5743.25,5715.8,173.22K,0.22%
5718.8,5704.75,5722.95,5694,128.04K,0.27%
5703.3,5684.8,5735.15,5683.45,173.26K,0.95%
5649.5,5673.75,5693.7,5639.7,238.99K,-0.25%
5663.45,5653.4,5672.8,5638.65,170.77K,-0.18%
5673.9,5674.9,5702.7,5652.45,341.39K,0.08%
5669.6,5691.95,5709.85,5662.75,210.42K,-0.38%
5691.15,5577,5720,5575.45,278.02K,2.46%
5554.25,5536.95,5581.35,5534.9,165.69K,-0.82%
5600.05,5602.4,5620.55,5586.45,175.49K,-0.18%
5610,5631.75,5652.2,5585.15,258.91K,0.58%
5577.65,5528.35,5586.65,5526.95,233.78K,2.62%
5435.35,5435.2,5447.45,5421.85,110.77K,0.08%
5431,5404.45,5435.55,5393.95,139.92K,0.76%
5390,5336.1,5393.35,5332.1,112.88K,0.50%
5363.45,5361.9,5375.45,5349.1,109.61K,0.09%
5358.7,5343.65,5366.3,5343.45,11.22M,0.31%
5342.1,5309.45,5347.15,5309.2,149.59K,1.98%
5238.4,5217.65,5260.6,5217.65,134.01K,0.24%
5225.7,5243.9,5259.5,5215.7,126.16K,-0.92%
5274,5249.15,5278.35,5233.2,106.32K,0.39%
5253.75,5276.5,5295.8,5243.15,110.38K,-0.09%
5258.5,5298.2,5303.25,5238.9,167.39K,-1.06%
5315.05,5268.6,5342.8,5255.05,226.49K,0.52%
5287.8,5343.85,5345.5,5282.7,157.47K,-0.88%
5334.6,5348.05,5359.25,5312.6,123.68K,-0.29%
5350.25,5387.85,5399.15,5346.65,89.99K,-0.68%
5386.7,5392.6,5399.65,5371,114.35K,-0.53%
5415.35,5426.15,5448.6,5393.85,128.00K,0.05%
5412.85,5395.75,5433.35,5394.8,103.10K,-0.15%
5421,5368.7,5425.15,5368.7,124.34K,1.02%
5366.3,5368.6,5399.95,5341.7,134.99K,0.06%
5362.95,5385.95,5390.65,5356.65,134.00K,-0.32%
5380.35,5343.25,5387.05,5328.8,109.79K,0.61%
5347.9,5316.35,5352.45,5309.05,107.58K,0.52%
5320.4,5308.2,5330.1,5294.1,130.09K,-0.05%
5322.95,5348.3,5368.2,5312.1,181.42K,-0.28%
5338,5345.25,5377.6,5331.05,165.96K,0.02%
5336.7,5295.4,5350.1,5281.65,130.43K,1.03%
5282.55,5260.85,5293.2,5260.85,103.15K,1.28%
5215.7,5195.6,5220.2,5164.65,112.92K,-0.23%
5227.75,5233.1,5236.9,5209.95,92.97K,-0.24%
5240.5,5220.7,5246.35,5212.65,113.82K,0.22%
5229,5214.85,5234.55,5154.05,147.06K,0.56%
5199.8,5129.75,5206.6,5129.75,117.52K,1.96%
5099.85,5124.3,5149.95,5077.5,131.95K,1.13%
5043,5126.3,5126.3,5032.4,180.13K,-1.30%
5109.6,5118.4,5121.6,5076.6,130.97K,-0.36%
5128.2,5128.8,5144,5103.25,116.52K,0.20%
5117.95,5163.25,5164.2,5108.1,104.77K,-1.67%
5205.1,5233.55,5238.7,5197.5,89.73K,-0.72%
5242.7,5249.85,5257.75,5233.15,109.77K,0.51%
5216.3,5199.1,5222.85,5169.05,109.65K,0.45%
5192.85,5228.05,5236.7,5181.7,111.77K,-0.08%
5197.25,5232.35,5246.85,5190.45,106.31K,-0.57%
5227.25,5242.75,5267.15,5216.85,99.05K,-0.15%
5235.25,5240,5261.75,5217.7,131.19K,-1.34%
5306.3,5315.25,5336.45,5300.25,113.53K,-0.73%
5345.35,5286.6,5348.55,5284.55,123.95K,1.33%
5275.15,5283.7,5300.6,5257.75,101.17K,-0.79%
5316.95,5324.7,5327.2,5287.75,113.30K,-0.19%
5327.3,5297.05,5333.65,5288.85,118.92K,0.47%
5302.55,5310.4,5317.65,5273.3,156.00K,0.28%
5287.95,5298.85,5317,5265.95,133.12K,0.18%
5278.6,5283.85,5302.15,5263.35,126.16K,-0.01%
5278.9,5191.25,5286.25,5189,226.52K,2.52%
5149.15,5148.95,5159.05,5125.3,143.07K,0.14%
5141.9,5149.45,5160.1,5129.25,112.27K,0.41%
5120.8,5107.45,5134.55,5095.5,99.41K,0.12%
5114.65,5158.5,5194.6,5105.65,123.50K,-0.61%
5146.05,5101.75,5159.8,5094,159.75K,-0.37%
5165,5097.35,5170.4,5093.45,142.99K,0.87%
5120.55,5114.55,5141.7,5100.7,160.51K,0.33%
5103.85,5050.8,5113.6,5048.1,149.42K,0.78%
5064.25,5174,5190.2,5041.7,153.46K,-1.46%
5139.05,5069.55,5146.2,5069.15,155.44K,1.67%
5054.75,5105.1,5130,5047.6,118.35K,-1.30%
5121.45,5117.55,5144.9,5095.45,125.67K,0.11%
5115.9,5015.5,5128.9,5015.15,135.48K,1.22%
5054.1,5096.7,5124.45,5040.7,125.62K,-0.28%
5068.35,5044.25,5084.45,4994.8,138.39K,0.37%
5049.65,5035.35,5059.65,5007.75,150.56K,1.05%
4997.1,4886.65,5010.45,4886.15,185.34K,2.75%
4863.3,4869.45,4898.95,4847.7,141.48K,0.31%
4848.15,4797.3,4858.3,4770.35,152.34K,0.14%
4841.6,4910.85,4925,4831.75,138.77K,-1.68%
4924.25,4896.1,4949.25,4883.55,296.91K,-0.54%
4950.75,4964.25,4982.25,4944.9,146.01K,-0.79%
4990.1,5005.35,5020.15,4982.15,124.22K,0.09%
4985.65,4931.7,4994.95,4931.3,97.26K,1.33%
4920.4,4905.95,4935.8,4889.35,118.19K,-0.02%
4921.4,4863.4,4931.9,4830.15,140.48K,1.77%
4835.65,4843,4853.75,4803.95,136.11K,-0.51%
4860.5,4954.7,4956.35,4849.9,130.81K,-0.93%
4906.05,4888.5,4937.5,4888.5,116.51K,0.30%
4891.45,4796.4,4908.5,4788.95,154.51K,0.44%
4870.2,4878.6,4922.25,4850.2,155.65K,0.25%
4858.25,4875.3,4882.25,4837.05,165.05K,-1.71%
4942.8,4869.85,4955.2,4868.55,142.12K,0.71%
4907.8,4934.35,4957.2,4874.5,126.95K,-0.43%
4928.9,4938.85,4976.25,4906.15,138.53K,-0.74%
4965.7,4984.15,5039.3,4950.3,141.03K,-0.18%
4974.8,4967.9,5016.25,4956.45,180.44K,-0.50%
4999.95,5114.7,5119.95,4983.6,164.26K,-2.23%
5114.15,5017.8,5124.75,4988,168.27K,0.54%
5086.85,5166.65,5177.2,5070.6,153.31K,-1.96%
5188.4,5211.2,5217.3,5180.65,118.57K,-0.97%
5239.15,5254.3,5279.6,5226.45,119.33K,-0.17%
5248.15,5201.45,5262.15,5201.45,108.14K,1.11%
5190.6,5189,5223.05,5154.3,128.76K,0.03%
5189,5214.75,5215.6,5179.05,185.90K,-0.25%
5202,5222.2,5236.1,5160.65,142.91K,-0.40%
5222.65,5215.9,5232.35,5180.35,155.68K,0.42%
5200.6,5277.4,5310.55,5187.15,138.04K,-1.71%
5290.85,5313.95,5336.15,5245.45,135.25K,-0.78%
5332.4,5320.6,5342.45,5291.3,133.55K,0.61%
5300,5320.7,5342,5293.45,152.74K,0.19%
5289.7,5266.6,5298.2,5208.35,178.90K,1.22%
5226.2,5190.6,5233.5,5183.5,119.73K,0.36%
5207.45,5255.7,5306.75,5185.4,164.23K,-1.32%
5276.85,5246.75,5290.6,5246.75,152.69K,0.96%
5226.85,5209.45,5263.65,5190.8,167.01K,-0.32%
5243.6,5254.1,5255.8,5211.85,156.11K,0.18%
5234.4,5282.5,5287.9,5228,111.92K,-1.66%
5322.9,5328.65,5338.4,5305.3,122.11K,-0.66%
5358.5,5353.2,5378.75,5344.45,152.50K,0.76%
5317.9,5296.35,5331.55,5278.8,134.54K,0.42%
5295.55,5206.6,5307.1,5203.65,164.79K,2.25%
